GeneID,p_val,avg_logFC,pct.1,pct.2,p_val_adj
COL1A2,7.60E-261,-1.271945404,0.009,0.251,2.51E-256
HDAC2,3.95E-260,0.589369049,0.809,0.578,1.30E-255
ID2,5.31E-260,0.901722468,0.698,0.39,1.75E-255
CRYAB,6.30E-258,-0.911608901,0.022,0.278,2.08E-253
BSG,4.24E-255,-0.719666457,0.62,0.786,1.40E-250
MIAT,1.87E-254,0.630872987,0.433,0.108,6.20E-250
UCHL1,2.58E-253,0.558176243,0.846,0.608,8.52E-249
SEZ6,3.81E-251,0.597762128,0.294,0.027,1.26E-246
CPLX3,4.04E-251,-0.778613362,0.005,0.233,1.33E-246
STMN4,1.62E-250,0.587011889,0.79,0.45,5.34E-246
AC004852.2,4.65E-250,-0.826566026,0,0.221,1.54E-245
MAPT,1.68E-249,0.722528122,0.515,0.185,5.54E-245
PKM,4.63E-249,-0.687316273,0.716,0.859,1.53E-244
CXCR4,2.44E-248,-0.939767222,0.089,0.381,8.06E-244
FAM49A,6.39E-247,0.621027552,0.314,0.042,2.11E-242
CCND2,1.92E-246,0.668234353,0.483,0.166,6.35E-242
STMN2,2.42E-245,0.810689184,0.836,0.747,7.99E-241
NDUFA4,1.34E-243,-0.503673331,0.912,0.943,4.43E-239
MYL6,5.02E-243,-0.469218445,0.902,0.94,1.66E-238
CD9,1.12E-242,-0.829659278,0.062,0.339,3.69E-238
ESD,3.72E-241,-0.787973203,0.484,0.715,1.23E-236
CARHSP1,1.59E-240,0.64267877,0.607,0.285,5.24E-236
TMSB15A,4.73E-240,0.555308838,0.727,0.386,1.56E-235
HES6,3.97E-239,0.891407408,0.515,0.19,1.31E-234
MSMO1,8.54E-239,0.625855561,0.703,0.388,2.82E-234
IMPG2,4.34E-238,-0.704145874,0.001,0.211,1.43E-233
EEF2,3.28E-237,0.383431482,0.964,0.895,1.08E-232
HSBP1,3.53E-237,-0.556312769,0.762,0.867,1.17E-232
PDE1A,9.80E-237,0.63208512,0.291,0.033,3.24E-232
MDK,4.07E-236,-0.922194021,0.503,0.725,1.35E-231
CCDC80,3.76E-235,-0.571356151,0.005,0.221,1.24E-230
POLR2L,4.76E-235,-0.650850099,0.544,0.749,1.57E-230
TMSB10,1.83E-232,0.440737387,0.993,0.983,6.05E-228
MEST,2.80E-229,-0.799909181,0.131,0.425,9.26E-225
IFITM2,3.60E-228,-0.711993604,0.037,0.282,1.19E-223
SRGAP1,1.06E-226,0.638070691,0.405,0.115,3.49E-222
ASS1,1.24E-224,-0.536797806,0.006,0.215,4.08E-220
MT-ND3,2.26E-224,-0.53582541,0.901,0.936,7.46E-220
FRMD4B,3.88E-224,0.588038999,0.306,0.048,1.28E-219
NREP,1.65E-223,0.572590264,0.836,0.67,5.45E-219
PLA2G16,7.46E-222,-0.509205384,0.014,0.231,2.47E-217
11-Sep,1.79E-220,0.607340893,0.653,0.356,5.92E-216
ZNF462,1.39E-219,0.710725577,0.484,0.184,4.59E-215
SMARCA4,4.39E-219,0.602788577,0.613,0.321,1.45E-214
FCGRT,1.15E-218,-0.525362713,0.012,0.225,3.80E-214
NEDD4L,2.90E-216,0.548220545,0.363,0.085,9.60E-212
BCL11B,1.23E-215,0.614618364,0.259,0.026,4.06E-211
SQLE,3.10E-215,0.602736864,0.67,0.381,1.02E-210
HNRNPDL,8.72E-215,0.447292735,0.902,0.767,2.88E-210
TBR1,1.18E-214,0.513340644,0.224,0.007,3.91E-210
FOS,2.37E-214,-0.848425826,0.133,0.425,7.83E-210
GPX4,1.30E-212,-0.586851833,0.577,0.77,4.31E-208
APOC1,1.54E-212,-0.729776606,0.033,0.26,5.08E-208
CD24,1.57E-212,0.604985658,0.753,0.507,5.19E-208
ISOC1,8.13E-212,-1.192509807,0.071,0.32,2.69E-207
NTF3,1.56E-211,-0.516128053,0.001,0.19,5.17E-207
YWHAQ,1.67E-211,0.415650935,0.91,0.778,5.51E-207
RARRES2,1.89E-208,-0.815407908,0.06,0.306,6.24E-204
THRA,7.20E-205,0.61725256,0.472,0.187,2.38E-200
RPL13A,3.62E-204,-0.278481928,0.995,0.996,1.20E-199
CXCL14,6.16E-204,-0.845753702,0.014,0.216,2.04E-199
RPL41,9.02E-204,-0.335309918,0.989,0.995,2.98E-199
SPARC,3.32E-203,-0.959060556,0.129,0.395,1.10E-198
MEX3A,6.51E-203,0.592867599,0.477,0.189,2.15E-198
C9orf24,4.48E-202,-0.793886237,0.026,0.239,1.48E-197
CLDN5,6.74E-202,-0.709133494,0.014,0.213,2.23E-197
SNAP25,7.91E-199,0.705573422,0.532,0.241,2.62E-194
TPGS1,1.37E-198,-0.437847025,0.019,0.225,4.54E-194
FRZB,6.40E-198,-0.973155145,0.023,0.228,2.11E-193
NCAM1,1.72E-197,0.512850135,0.505,0.207,5.69E-193
CKB,5.16E-197,0.473382305,0.928,0.761,1.71E-192
SSBP2,2.21E-196,0.722221438,0.473,0.203,7.29E-192
CDK5R1,2.63E-196,0.512066762,0.372,0.102,8.70E-192
EZR,5.42E-196,0.658368044,0.447,0.172,1.79E-191
COL1A1,6.11E-196,-1.308724728,0.006,0.192,2.02E-191
ASMT,2.97E-194,-0.733954775,0,0.175,9.83E-190
FKBP2,1.33E-193,-0.613281125,0.385,0.64,4.40E-189
EFNB2,2.23E-193,0.509708263,0.296,0.058,7.38E-189
H2AFJ,4.02E-193,-0.536230948,0.073,0.316,1.33E-188
RCVRN,3.29E-192,-1.112906378,0.001,0.176,1.09E-187
H3F3B,1.03E-191,-0.475879636,0.955,0.966,3.40E-187
PTPRZ1,3.84E-191,0.513790954,0.331,0.077,1.27E-186
3-Sep,1.20E-190,0.455386261,0.305,0.062,3.96E-186
RNF24,9.28E-190,0.51889876,0.358,0.098,3.07E-185
PLXNA2,6.19E-189,0.520916832,0.246,0.031,2.04E-184
RHOC,7.68E-189,-0.593883999,0.114,0.376,2.54E-184
PODXL2,1.81E-188,-0.70007261,0.11,0.356,6.00E-184
YWHAE,1.41E-187,0.411614821,0.884,0.741,4.65E-183
DBN1,2.86E-187,0.536429429,0.577,0.294,9.44E-183
C1orf216,5.25E-187,0.497935543,0.271,0.046,1.73E-182
POU3F3,5.31E-187,0.487412788,0.256,0.037,1.75E-182
KRT8,1.20E-186,-0.499529711,0.007,0.186,3.96E-182
CELF5,2.35E-186,0.445071837,0.328,0.075,7.76E-182
RPL27A,4.79E-186,-0.277622038,0.979,0.98,1.58E-181
FEZF2,5.66E-186,0.454909161,0.182,0.001,1.87E-181
SHTN1,5.69E-186,0.536668249,0.351,0.095,1.88E-181
JUNB,9.66E-186,-0.756833114,0.142,0.4,3.19E-181
PMEL,2.28E-185,-0.790743718,0,0.167,7.52E-181
CEP170,4.32E-184,0.486288869,0.398,0.127,1.43E-179
COX17,1.05E-183,-0.673996556,0.283,0.547,3.46E-179
C19orf81,1.63E-182,-0.424204199,0.02,0.212,5.40E-178
TRIM2,1.81E-182,0.499651127,0.427,0.155,5.99E-178
DSCR8,1.35E-181,-0.453284158,0,0.163,4.47E-177
SPOCK2,1.58E-181,-0.48004222,0.013,0.195,5.24E-177
ELP4,3.52E-181,-0.620950042,0.058,0.277,1.16E-176
LUM,4.46E-181,-1.072874063,0.006,0.178,1.48E-176
GPC2,5.98E-181,0.542229685,0.373,0.11,1.98E-176
TUBA4A,9.78E-181,-0.573190219,0.013,0.195,3.23E-176
MLLT3,1.43E-178,0.501055109,0.325,0.085,4.74E-174
ATP5F1E,1.81E-178,-0.374410585,0.905,0.937,5.97E-174
HNRNPA0,4.90E-178,0.440793914,0.837,0.673,1.62E-173
NTRK2,1.12E-177,-0.704884071,0.044,0.251,3.71E-173
CA2,3.47E-177,-0.614547383,0.012,0.189,1.15E-172
VAMP5,1.70E-176,-0.475437558,0.005,0.173,5.61E-172
SAMD11,1.88E-175,-0.464502539,0.001,0.16,6.21E-171
C3orf14,2.41E-175,0.518147273,0.548,0.265,7.98E-171
COTL1,5.49E-175,0.530202788,0.527,0.263,1.82E-170
TUBB4B,3.30E-174,-0.701469148,0.478,0.687,1.09E-169
MT-CO2,5.03E-174,-0.406864995,0.962,0.984,1.66E-169
RTN3,1.15E-173,0.415669141,0.837,0.637,3.79E-169
C12orf57,1.78E-173,0.437553206,0.807,0.616,5.87E-169
MN1,1.86E-173,0.473553924,0.234,0.032,6.14E-169
ANP32A,1.56E-172,0.527061751,0.519,0.258,5.16E-168
YWHAH,2.14E-172,0.439242279,0.73,0.486,7.07E-168
IL11RA,3.65E-172,-0.486811892,0.022,0.207,1.21E-167
NRL,6.30E-172,-0.834795904,0.011,0.181,2.08E-167
BHLHE22,1.23E-171,0.465064086,0.205,0.016,4.07E-167
LMO3,3.01E-171,0.932514568,0.257,0.046,9.95E-167
NENF,8.99E-171,-0.588319565,0.223,0.482,2.97E-166
YWHAZ,1.95E-170,0.474249389,0.721,0.498,6.44E-166
SERPINH1,6.22E-170,-0.582444322,0.082,0.312,2.05E-165
GNAO1,8.53E-170,0.441950998,0.291,0.064,2.82E-165
LINC02609,1.74E-169,-0.401945509,0.006,0.17,5.75E-165
SULT4A1,2.20E-169,0.430418276,0.237,0.033,7.26E-165
ACAT2,5.85E-169,0.59553979,0.504,0.242,1.94E-164
STMN1,1.33E-168,0.360041371,0.973,0.944,4.39E-164
MYL9,2.28E-168,-0.377504329,0.001,0.156,7.53E-164
BZW2,2.69E-168,0.518887261,0.415,0.159,8.89E-164
BST2,2.81E-168,-0.689202514,0.037,0.233,9.30E-164
SPATC1L,6.98E-168,-0.379591402,0.021,0.201,2.31E-163
NSG2,5.27E-167,0.616698708,0.484,0.213,1.74E-162
NR4A2,3.44E-166,0.463678888,0.177,0.006,1.14E-161
TIMP3,5.80E-166,-0.503014363,0.026,0.21,1.92E-161
TMEM35A,1.38E-165,0.477213231,0.389,0.132,4.56E-161
PIFO,1.47E-165,-0.45612801,0.004,0.16,4.87E-161
FABP5,2.91E-165,0.354006676,0.8,0.586,9.63E-161
KCNQ3,8.50E-165,0.442614275,0.203,0.019,2.81E-160
KIF21A,1.10E-164,0.461596047,0.43,0.169,3.64E-160
ARPP21,7.31E-164,0.484618471,0.248,0.042,2.42E-159
VIM,1.03E-163,-0.568088604,0.567,0.789,3.41E-159
NEUROG1,1.25E-163,-0.640459368,0.043,0.243,4.12E-159
PEBP1,1.90E-163,0.375755456,0.897,0.793,6.26E-159
CIB1,3.89E-163,-0.49473043,0.084,0.31,1.29E-158
LGALS3BP,2.48E-162,-0.508838808,0.12,0.362,8.19E-158
PCP4,6.03E-162,-0.779565672,0.08,0.302,1.99E-157
GNAI1,1.13E-161,0.490698331,0.379,0.135,3.73E-157
MPPED1,2.11E-161,0.362193851,0.158,0,6.96E-157
TSC22D1,1.07E-160,0.451371598,0.745,0.513,3.54E-156
TMA7,1.30E-160,-0.394777184,0.819,0.876,4.29E-156
GPR22,5.19E-160,0.584663019,0.177,0.008,1.72E-155
PPIA,5.50E-160,0.384335293,0.893,0.789,1.82E-155
TULP1,6.31E-160,-0.432555999,0,0.146,2.09E-155
IDI1,2.59E-159,0.486231041,0.66,0.404,8.56E-155
FXYD1,4.95E-159,-0.468569024,0.029,0.209,1.64E-154
NTRK3,2.97E-158,0.436022919,0.258,0.052,9.81E-154
RPS12,3.47E-158,-0.329178506,0.974,0.975,1.15E-153
NQO1,3.92E-158,-0.445574986,0.029,0.212,1.30E-153
FGFBP3,4.35E-158,0.543485987,0.278,0.066,1.44E-153
EGR1,6.99E-158,-0.614803299,0.095,0.321,2.31E-153
PCBD1,1.58E-157,-0.47382936,0.137,0.382,5.23E-153
NUPR1,2.19E-157,-0.567214794,0.02,0.191,7.23E-153
UQCRB,9.57E-157,-0.463820108,0.7,0.816,3.16E-152
MT-ND4,1.69E-155,-0.384646784,0.955,0.968,5.60E-151
GDI1,2.23E-155,0.471070559,0.505,0.249,7.37E-151
HMGB1,2.45E-155,0.34799684,0.953,0.879,8.11E-151
FJX1,1.18E-154,0.388454772,0.221,0.033,3.89E-150
MT-CYB,2.51E-154,-0.43731924,0.926,0.951,8.31E-150
MRLN,3.63E-154,-0.470371517,0,0.141,1.20E-149
ELN,3.87E-153,-0.486167727,0.007,0.156,1.28E-148
NUDT3,4.05E-153,0.479351706,0.493,0.245,1.34E-148
KRT18,1.53E-152,-0.469157948,0.013,0.171,5.05E-148
HSPA8,1.51E-151,0.353189289,0.91,0.827,5.00E-147
PTN,2.07E-151,-0.844820499,0.477,0.718,6.86E-147
S100A16,8.03E-151,-0.325583628,0.006,0.154,2.65E-146
KLF7,9.32E-151,0.42771762,0.318,0.093,3.08E-146
ANXA5,1.43E-150,-0.474315362,0.127,0.365,4.72E-146
KCNG1,2.68E-150,0.339150536,0.167,0.008,8.85E-146
BTG1,4.96E-150,-0.703259903,0.61,0.768,1.64E-145
RUNX1T1,1.76E-149,0.574007574,0.362,0.129,5.83E-145
JPH4,3.09E-149,0.383397472,0.257,0.055,1.02E-144
IFI6,5.16E-149,-0.737252959,0.119,0.341,1.71E-144
MT-ND1,7.79E-149,-0.460641921,0.862,0.913,2.57E-144
ARHGAP21,8.50E-149,0.461383473,0.316,0.097,2.81E-144
SLF1,9.54E-149,0.525771318,0.32,0.101,3.15E-144
CLMP,1.14E-148,0.46500708,0.232,0.043,3.77E-144
PBX1,1.39E-148,0.510762602,0.53,0.286,4.58E-144
UBC,2.50E-148,0.350574066,0.928,0.857,8.26E-144
GRIA1,2.96E-148,0.428425058,0.198,0.024,9.77E-144
RUFY3,4.03E-148,0.462284018,0.501,0.248,1.33E-143
PLPPR1,6.75E-148,0.400861401,0.32,0.091,2.23E-143
GNG3,7.10E-148,0.357822691,0.497,0.215,2.35E-143
ATP2B1,8.86E-148,-0.787193929,0.246,0.477,2.93E-143
AKT3,1.73E-146,0.408602939,0.261,0.062,5.71E-142
EIF4EBP1,3.25E-146,0.469273701,0.509,0.255,1.07E-141
FTH1,1.44E-145,-0.316404785,0.991,0.997,4.75E-141
RXRG,1.84E-145,-0.408584943,0.001,0.134,6.10E-141
YBX3,1.93E-145,-0.395051646,0.048,0.235,6.39E-141
PLEKHB1,2.42E-145,-0.389304902,0.015,0.17,8.00E-141
ACTC1,8.66E-145,-0.492637178,0.001,0.134,2.86E-140
DRAXIN,1.05E-144,0.456061468,0.358,0.127,3.48E-140
FAM215B,1.41E-144,0.47676055,0.444,0.2,4.65E-140
KIDINS220,1.50E-144,0.514102876,0.439,0.201,4.97E-140
MPPED2,4.35E-144,0.463687211,0.313,0.096,1.44E-139
GJA1,4.68E-144,-0.423282452,0.01,0.156,1.55E-139
SUMO2,5.52E-144,0.302383683,0.929,0.853,1.82E-139
TPM2,6.18E-144,-0.497047375,0.065,0.264,2.04E-139
SPATS2L,6.58E-141,-0.47395451,0.063,0.253,2.18E-136
EMP3,3.03E-140,-0.508150938,0.075,0.273,1.00E-135
RASL11B,8.47E-140,0.496039929,0.24,0.052,2.80E-135
CRX,1.11E-139,-0.410203327,0.001,0.13,3.68E-135
CYP1B1,1.52E-139,-0.582033802,0.004,0.137,5.03E-135
CAMK1D,3.04E-139,0.36766133,0.254,0.06,1.01E-134
MRPL23,4.18E-139,-0.328890068,0.023,0.181,1.38E-134
NCAN,5.58E-139,0.367407001,0.218,0.039,1.84E-134
AP1S1,6.58E-139,0.427370241,0.474,0.233,2.17E-134
PCBP4,1.76E-138,-0.819501911,0.232,0.439,5.80E-134
MT1G,2.15E-138,-0.652767758,0.001,0.128,7.11E-134
LRRC3B,4.31E-138,0.378467277,0.19,0.025,1.42E-133
CACNG8,5.73E-138,0.354620819,0.169,0.014,1.90E-133
B2M,1.06E-137,-0.628381421,0.448,0.663,3.49E-133
CAP2,2.11E-137,0.394726674,0.25,0.06,6.98E-133
ENPP2,3.87E-137,-0.360676711,0.003,0.132,1.28E-132
EMX2,5.79E-137,0.519452806,0.241,0.056,1.91E-132
DPYSL2,6.42E-137,0.43823291,0.511,0.265,2.12E-132
EPHA5,3.23E-136,0.332386121,0.161,0.011,1.07E-131
CNR1,3.26E-136,0.401841217,0.204,0.032,1.08E-131
S100A10,6.87E-136,-0.508668308,0.013,0.155,2.27E-131
TCP1,2.20E-135,0.402900222,0.665,0.436,7.27E-131
CFAP126,1.76E-134,-0.46558736,0.001,0.127,5.83E-130
GNG11,1.78E-134,-0.729033329,0.078,0.268,5.90E-130
RAB13,2.43E-134,-0.459728818,0.088,0.289,8.04E-130
C1QTNF4,4.00E-134,-0.406576514,0.019,0.168,1.32E-129
HPCA,5.93E-134,0.385090488,0.236,0.05,1.96E-129
YWHAB,8.52E-134,0.417649008,0.727,0.529,2.82E-129
DLK1,1.07E-133,-0.921671513,0.011,0.151,3.54E-129
KHDRBS1,1.37E-133,0.426280492,0.706,0.503,4.53E-129
CADM4,2.45E-133,0.434021846,0.316,0.107,8.09E-129
CAVIN3,2.78E-133,-0.28660575,0.002,0.128,9.18E-129
PLTP,3.42E-133,-0.419030443,0.06,0.243,1.13E-128
CALM1,1.23E-132,0.348487259,0.875,0.748,4.08E-128
HES4,2.65E-132,-0.620349523,0.122,0.323,8.76E-128
DYNC1I2,3.14E-132,0.391228264,0.723,0.515,1.04E-127
CP,3.96E-131,-0.512352613,0.001,0.122,1.31E-126
GSN,5.06E-131,-0.424729524,0.039,0.204,1.67E-126
PAK3,5.51E-131,0.403901973,0.486,0.241,1.82E-126
CTSK,5.60E-131,-0.313969665,0.005,0.134,1.85E-126
SLCO5A1,5.72E-131,0.330654847,0.17,0.018,1.89E-126
TRMT112,1.43E-130,-0.47267638,0.566,0.729,4.74E-126
SH3GL2,1.45E-130,0.367819194,0.229,0.048,4.78E-126
EBF1,2.26E-130,-0.362380375,0.001,0.121,7.48E-126
SMARCD3,2.31E-130,0.447302892,0.326,0.119,7.62E-126
NSD3,2.73E-130,0.416991709,0.537,0.301,9.02E-126
MYL12A,2.87E-130,-0.485759322,0.157,0.377,9.47E-126
TMEM45A,6.46E-130,-0.312433037,0.014,0.155,2.13E-125
RPS23,2.84E-129,-0.25636422,0.981,0.98,9.37E-125
CTTNBP2,3.33E-129,0.395944408,0.181,0.025,1.10E-124
ALDOA,3.44E-129,-0.440228863,0.733,0.841,1.14E-124
SDSL,3.62E-129,-0.30879562,0.008,0.14,1.20E-124
NPC2,7.91E-129,-0.583872235,0.241,0.458,2.62E-124
EIF3L,8.57E-129,0.399238027,0.785,0.629,2.83E-124
PRCD,1.26E-128,-0.414030141,0.007,0.136,4.15E-124
BAIAP2-DT,2.26E-128,0.368628796,0.195,0.032,7.49E-124
KDM5B,2.44E-127,0.43274141,0.407,0.183,8.08E-123
PPIC,1.42E-126,-0.348229439,0.019,0.162,4.69E-122
B3GLCT,1.58E-126,-0.310530014,0.01,0.142,5.22E-122
CDC42EP3,1.69E-126,0.423465096,0.266,0.078,5.60E-122
CCDC112,2.63E-126,0.405631251,0.404,0.176,8.70E-122
TMEM230,3.15E-126,-0.462989544,0.245,0.472,1.04E-121
ARPC2,5.51E-126,0.388804831,0.723,0.549,1.82E-121
C2orf40,6.86E-126,-0.473059227,0.024,0.17,2.27E-121
AIPL1,1.20E-125,-0.455778975,0.001,0.117,3.96E-121
NKAIN3,1.33E-125,0.481056528,0.268,0.079,4.40E-121
APCDD1,1.63E-125,-0.358234054,0.008,0.135,5.39E-121
TPI1,4.39E-125,-0.373590633,0.809,0.892,1.45E-120
PKIB,8.53E-124,-0.979193578,0.208,0.403,2.82E-119
ZFP36,9.70E-124,-0.332653384,0.007,0.133,3.21E-119
AUTS2,2.94E-123,0.430398887,0.431,0.202,9.73E-119
MYT1L,3.60E-123,0.320918547,0.23,0.051,1.19E-118
XPR1,4.57E-122,0.445066026,0.291,0.098,1.51E-117
ATRAID,6.46E-122,-0.466639414,0.285,0.504,2.13E-117
NEUROG2,1.14E-121,0.32948096,0.149,0.012,3.77E-117
EXOC4,1.29E-121,0.439352579,0.232,0.06,4.27E-117
AC004158.1,2.23E-121,0.433723687,0.194,0.034,7.36E-117
BRD3,2.83E-121,0.430487374,0.477,0.257,9.34E-117
FGF13,6.74E-121,0.360224809,0.301,0.102,2.23E-116
NFIA,1.06E-120,0.524259701,0.575,0.366,3.51E-116
FNBP1L,4.85E-120,0.417990971,0.452,0.227,1.60E-115
RPS9,1.97E-119,-0.256825519,0.963,0.954,6.53E-115
CLSTN2,2.78E-119,-0.353332024,0.016,0.149,9.19E-115
PHF20L1,3.50E-119,0.467456133,0.418,0.207,1.16E-114
AFDN,6.56E-119,0.383538114,0.315,0.115,2.17E-114
KIF5B,7.20E-119,0.383038299,0.651,0.442,2.38E-114
EFNB1,8.74E-119,0.440423938,0.3,0.108,2.89E-114
PTP4A3,1.99E-118,-0.513102134,0.091,0.27,6.56E-114
FAM171B,2.28E-118,0.435945517,0.345,0.138,7.53E-114
PFDN2,2.82E-118,0.363008234,0.734,0.569,9.31E-114
SBK1,3.85E-118,0.355226255,0.249,0.069,1.27E-113
VOPP1,4.19E-118,0.37095611,0.307,0.11,1.39E-113
CD99,7.80E-118,-0.480746481,0.175,0.39,2.58E-113
TBCB,1.28E-117,0.373304925,0.715,0.543,4.22E-113
ITM2B,4.17E-117,-0.464695425,0.697,0.781,1.38E-112
RPS20,4.27E-117,-0.274082242,0.95,0.941,1.41E-112
C4orf3,7.76E-117,-0.488647626,0.431,0.625,2.57E-112
HNRNPK,8.54E-117,0.335055957,0.876,0.769,2.82E-112
COX8A,5.30E-116,-0.398189717,0.732,0.812,1.75E-111
THY1,1.41E-115,0.394799963,0.289,0.097,4.65E-111
RAB38,1.70E-115,-0.271811872,0.005,0.12,5.63E-111
IGSF3,3.71E-115,0.346391767,0.182,0.032,1.23E-110
SYT1,5.01E-115,0.438621694,0.588,0.361,1.65E-110
MAP2,8.16E-115,0.395861475,0.511,0.276,2.70E-110
SLIT2,8.90E-115,-0.29203434,0.011,0.133,2.94E-110
RNF182,9.51E-115,0.391024523,0.222,0.057,3.14E-110
MGST2,1.15E-114,-0.300691412,0.035,0.183,3.79E-110
ACOT7,1.70E-114,0.357573195,0.401,0.183,5.63E-110
CHST10,2.43E-114,0.355183257,0.221,0.055,8.04E-110
H1F0,3.56E-114,0.499847913,0.442,0.231,1.18E-109
HNRNPR,3.89E-114,0.375753317,0.667,0.462,1.28E-109
TFAP2C,4.87E-114,0.364109329,0.116,0.001,1.61E-109
TMEM256,5.60E-114,-0.47701569,0.312,0.519,1.85E-109
DPF1,7.62E-114,0.318615064,0.217,0.051,2.52E-109
BICD1,9.11E-114,0.350186214,0.263,0.082,3.01E-109
DLGAP4,1.11E-113,0.389128107,0.351,0.147,3.66E-109
FHIT,2.30E-113,-0.409808304,0.025,0.163,7.60E-109
SIL1,2.71E-113,-0.348403241,0.054,0.215,8.97E-109
SDC2,5.62E-113,-0.40494558,0.065,0.235,1.86E-108
TMEM160,6.23E-113,-0.491705909,0.252,0.459,2.06E-108
MKRN1,7.55E-113,0.388791003,0.542,0.331,2.49E-108
CORO1A,7.57E-113,0.320513113,0.232,0.061,2.50E-108
YWHAG,1.11E-112,0.373187339,0.525,0.304,3.68E-108
SYNE2,1.22E-112,0.504834039,0.391,0.191,4.03E-108
IDH1,1.48E-112,0.391460514,0.484,0.269,4.89E-108
RPS16,2.09E-112,-0.251870681,0.965,0.96,6.92E-108
SHISA2,2.64E-112,0.307102888,0.137,0.011,8.74E-108
NRXN1,2.85E-112,0.342184451,0.45,0.213,9.41E-108
ACTL6B,3.43E-112,0.344806452,0.227,0.057,1.13E-107
GCA,4.60E-112,0.414973295,0.287,0.104,1.52E-107
RBFOX1,5.18E-112,0.35702605,0.196,0.04,1.71E-107
S100A6,5.41E-112,-0.549735246,0.033,0.175,1.79E-107
SST,6.85E-112,-1.093078444,0,0.104,2.27E-107
GNG8,7.41E-112,-0.593416999,0.013,0.133,2.45E-107
ATP6V1C2,8.75E-112,-0.314162136,0.001,0.106,2.89E-107
FAM89B,1.38E-111,0.313036783,0.23,0.062,4.56E-107
TSPAN9,1.93E-111,-0.276383432,0.007,0.122,6.38E-107
CAMK2N1,3.51E-111,0.354972908,0.302,0.108,1.16E-106
HIBADH,6.54E-111,-0.313821192,0.038,0.185,2.16E-106
PRDX6,6.56E-111,-0.461060019,0.361,0.557,2.17E-106
VRK1,6.79E-111,0.43579819,0.258,0.083,2.25E-106
CIRBP,4.51E-110,-0.349346939,0.819,0.863,1.49E-105
PDLIM5,5.06E-110,-0.28564568,0.03,0.169,1.67E-105
PHLDA1,5.59E-110,0.493105977,0.285,0.104,1.85E-105
ARL4A,8.10E-110,-0.481663413,0.07,0.235,2.68E-105
PRAP1,1.07E-109,-0.304636103,0.002,0.107,3.55E-105
MAP4K4,1.10E-109,0.391528247,0.353,0.154,3.64E-105
MT-CO3,1.26E-109,-0.348200433,0.966,0.987,4.16E-105
MAB21L1,1.33E-109,-0.321838446,0.002,0.106,4.39E-105
WFIKKN2,1.74E-109,-0.357699312,0.001,0.105,5.75E-105
HTRA1,1.74E-109,-0.339211931,0.043,0.193,5.75E-105
CDKN2D,1.85E-109,0.332541654,0.389,0.173,6.11E-105
TRPM3,2.09E-109,-0.598555885,0.048,0.197,6.91E-105
NOL4,2.13E-109,0.316581471,0.233,0.062,7.05E-105
PCOLCE,2.98E-109,-0.46830451,0.029,0.165,9.84E-105
KPNA2,4.33E-109,0.444477921,0.414,0.203,1.43E-104
CDK6,4.69E-109,-0.34521443,0.028,0.162,1.55E-104
MEX3B,8.62E-109,0.35045091,0.276,0.094,2.85E-104
RAB33A,1.20E-108,0.357572273,0.318,0.122,3.95E-104
ATCAY,3.42E-108,0.311694292,0.224,0.058,1.13E-103
OLFM3,9.70E-108,-0.343244504,0.023,0.152,3.21E-103
PHACTR1,7.20E-107,0.324511379,0.192,0.041,2.38E-102
FKBP1A,1.06E-106,0.365843153,0.648,0.464,3.50E-102
B3GAT1,1.43E-106,0.26431474,0.139,0.014,4.73E-102
KIF9,1.48E-106,-0.43437187,0.039,0.18,4.88E-102
SPCS1,2.45E-106,-0.471849638,0.545,0.679,8.11E-102
LINC01122,2.60E-106,0.320758488,0.158,0.023,8.60E-102
KLHDC9,5.09E-106,-0.263358549,0.019,0.143,1.68E-101
GRIN2B,5.40E-106,0.300996836,0.177,0.033,1.79E-101
PHACTR3,1.45E-105,0.310659983,0.184,0.037,4.80E-101
MSRA,1.71E-105,0.392964148,0.267,0.094,5.64E-101
GSK3B,2.13E-105,0.335371073,0.295,0.11,7.02E-101
ADD2,2.47E-105,0.302317263,0.215,0.055,8.16E-101
SNCA,3.41E-105,0.439230516,0.481,0.279,1.13E-100
RBFOX3,6.83E-105,0.297866029,0.207,0.05,2.26E-100
CLDN3,9.67E-105,-0.267298153,0.004,0.108,3.20E-100
HDDC2,1.64E-104,-0.464685768,0.263,0.46,5.43E-100
WNT2B,1.71E-104,-0.489018708,0.042,0.183,5.64E-100
CLYBL,2.38E-104,-0.286165483,0.012,0.126,7.85E-100
QPRT,2.42E-104,-0.366852303,0.103,0.284,8.00E-100
TSPAN14,3.69E-104,0.345644045,0.246,0.08,1.22E-99
YTHDF2,4.89E-104,0.366359189,0.565,0.358,1.62E-99
IGF2,5.00E-104,-0.448051732,0.004,0.108,1.65E-99
CTSL,6.04E-104,-0.401354473,0.103,0.278,1.99E-99
GRM3,7.39E-104,0.276147073,0.164,0.028,2.44E-99
PSME2,1.09E-103,-0.401632997,0.145,0.336,3.61E-99
USP11,1.36E-103,0.353679701,0.662,0.48,4.50E-99
RPL36A,1.52E-103,0.345129537,0.879,0.751,5.04E-99
CXXC4,1.60E-103,-0.264721388,0.009,0.119,5.27E-99
CCN2,2.22E-103,-0.446527521,0.005,0.108,7.33E-99
LRRC7,2.40E-103,0.309484276,0.204,0.05,7.92E-99
FSTL1,3.08E-103,-0.402919294,0.089,0.26,1.02E-98
